Year;Mo;Dy;Hr;Mn;Sec;Tsu;Vol;Location Name;Latitude;Longitude;Focal Depth (km);Mag;MMI Int;Deaths;Death Description;Missing;Missing Description;Injuries;Injuries Description;Damage ($Mil);Damage Description;Houses Destroyed;Houses Destroyed Description;Houses Damaged;Houses Damaged Description;Total Deaths;Total Death Description;Total Missing;Total Missing Description;Total Injuries;Total Injuries Description;Total Damage ($Mil);Total Damage Description;Total Houses Destroyed;Total Houses Destroyed Description;Total Houses Damaged;Total Houses Damaged Description
2011;3;11;6;15;402;;;JAPAN:  NEAR E COAST HONSHU;36281;141111;43;79;;;;;;;;;;;;;;;;;;;;;;;;;
2011;3;11;6;25;503;;;JAPAN:  OFF EAST COAST HONSHU;38058;14459;19;76;;;;;;;;;;;;;;;;;;;;;;;;;
2011;3;24;13;55;12;;;MYANMAR:  TACHILEK;20687;99822;8;68;;104;3;;;123;3;3.6;2;;;10104;4;104;3;;;123;3;3.6;2;;;10104;4
2011;4;4;11;31;43;;;NEPAL:INDIA:  UTTARAKHAND, UTTAR PRADESH;29698;80754;26;54;;;;;;;;;1;;;;;;;;;;;;1;;;;
2011;4;7;14;32;432;5429;;JAPAN: NEAR E COAST HONSHU;38276;141588;42;71;;3;1;;;132;3;;1;;;;;3;1;;;132;3;;1;;;;
2011;4;10;9;2;473;;;CHINA:  SICHUAN PROVINCE:  LUHUO;31373;100757;43;51;;;;;;;;;1;;;;1;;;;;;;;1;;1;;
2011;4;11;8;16;127;;;JAPAN:  HONSHU;37001;140401;11;66;;7;1;;;;;;1;3;1;;;7;1;;;;;;1;3;1;;
2011;4;24;23;7;514;;;INDONESIA:   SULAWESI:  KENDARI;-4586;122771;8;61;;;;;;14;1;;2;;2;;;;;;;14;1;;2;;2;;
2011;5;10;8;55;9;5721;;NEW CALEDONIA:  LOYALTY ISLANDS;-20244;168226;11;68;2;;;;;;;;;;;;;;;;;;;;;;;;
2011;5;11;16;47;257;;;SPAIN:  LORCA;37699;-1672;1;51;;10;1;;;;3;;1;;1;;1;10;1;;;;3;;1;;1;;
2011;5;19;21;12;51;;;TURKEY:  SIMAV;3912;2904;7;43;;2;1;;;125;3;;1;;;;2;2;1;;;125;3;;1;;;;2
2011;6;8;1;53;26;;;CHINA:  XINJIANG PROVINCE:  DABANCHENG;43015;88247;21;53;;;;;;8;1;;1;;;50;1;;;;;8;1;;1;;;50;1
2011;6;13;2;20;493;;;NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY;-43564;172743;6;6;;1;1;;;45;1;3000;4;100;2;;;1;1;;;45;1;3000;4;100;2;;
2011;6;20;10;16;552;;;CHINA:  YUNNAN PROVINCE:  BAOSHAN;25075;98721;39;53;;;;;;4;1;;2;;;;;;;;;4;1;;2;;;;
2011;6;24;3;9;394;5432;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;5205;-171836;52;73;;;;;;;;;;;;;;;;;;;;;;;;;
2011;6;26;7;48;167;;;CHINA:  QINGHAI PROVINCE;32447;95948;29;53;;;;;;;;;1;10;1;;3;;;;;;;;1;10;1;;3
2011;7;6;19;3;182;5430;;NEW ZEALAND: KERMADEC ISLANDS;-29539;-17634;17;76;;;;;;;;;;;;;;;;;;;;;;;;;
2011;7;10;0;57;108;5431;;JAPAN:  HONSHU:  E COAST;38034;143264;23;7;;;;;;;;;;;;;;;;;;;;;;;;;
2011;7;19;19;35;434;;;UZBEKISTAN:  FARGONA, VIOLYATI;40081;7141;20;61;;14;1;;;86;2;;1;;2;;;14;1;;;86;2;;1;;2;;
2011;8;9;11;50;222;;;CHINA: YUNNAN PROVINCE: BAOSHAN;24932;9873;40;5;;;;;;;;;3;;;22823;4;;;;;3;1;;3;;;22823;4
2011;8;11;10;6;293;;;CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI;39955;77028;10;57;;;;;;21;1;;2;;;;;;;;;21;1;;2;;;;
2011;8;20;16;55;28;5437;;VANUATU ISLANDS;-18365;168143;32;71;;;;;;;;;;;;;;;;;;;;;;;;;
2011;8;20;18;19;235;5436;;VANUATU ISLANDS;-18311;168218;28;7;;;;;;;;;;;;;;;;;;;;;;;;;
2011;8;23;5;46;182;;;COLORADO:  SEGUNDO;37063;-104701;4;54;7;;;;;;;;2;;;;;;;;;;;;2;;;;
2011;8;23;17;51;45;;;VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.;37936;-77933;6;58;7;;;;;;;200;4;;;600;3;;;;;;;200;4;;;600;3
2011;9;2;10;55;535;5438;;ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;52171;-171708;32;68;;;;;;;;;;;;;;;;;;;;;;;;;
2011;9;5;17;55;112;;;INDONESIA:  SUMATRA;2965;97893;91;67;;10;1;;;;;;1;;;;2;10;1;;;;;;1;;;;2
2011;9;7;17;58;187;;;INDIA:  DELHI;28724;77189;10;43;;;;;;1;1;;;;;;;;;;;1;1;;1;;;;
2011;9;18;12;40;518;;;INDIA:  SIKKIM;2773;88155;50;69;;111;3;;;177;3;22.3;3;6000;4;6000;4;111;3;;;177;3;22.3;3;;4;6000;4
2011;9;19;18;33;558;;;GUATEMALA:  CUILAPA SANTA ROSA;14186;-90238;9;56;;1;1;;;;;;1;;;;;1;1;;;;;;1;;;;
2011;10;20;17;18;341;;;INDIA:  GUJARAT;21211;70533;10;5;;;;;;34;1;;3;;;3000;4;;;;;34;1;;3;;;3000;4
2011;10;21;17;57;161;5439;;KERMADEC ISLANDS;-28993;-176238;33;74;;;;;;;;;;;;;;;;;;;;;;;;;
2011;10;23;10;41;229;;;TURKEY:  ERCIS, VAN;38722;43513;16;71;;604;3;;;2608;4;1500;4;5739;4;4882;4;604;3;;;2608;4;1500;4;5739;4;4882;4
2011;10;28;18;54;34;;;PERU:  SAN VICENTE DE CANETE;-14438;-75966;24;69;;1;1;;;103;3;;2;134;3;;;1;1;;;103;2;;2;134;3;;
2011;10;29;0;43;551;;;INDIA:  SIKKIM;27449;88684;10;35;;2;1;;;;;;;;;;;2;1;;;;;;;;;;
2011;10;29;13;50;49;;;ECUADOR:  POMASQUI;-13;-7837;3;4;;;;;;;;;1;;;;2;;;;;;;;1;;;;2
2011;11;1;0;21;28;;;CHINA:  XINJIANG PROVINCE;43648;82437;28;56;;;;;;;;10.5;3;2453;4;;3;;;;;;;10.5;3;2453;2;;3
2011;11;6;3;53;10;;;OKLAHOMA:  SPARKS;35532;-96765;5;57;8;;;;;2;1;;2;14;1;;3;;;;;2;1;;2;14;1;;3
2011;11;7;9;43;159;;;PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE;7904;125185;46;5;;;;;;31;1;;1;;;23;1;;;;;31;1;;1;;;23;1
2011;11;8;2;46;57;;;OKLAHOMA:  SPARKS, PRAGUE;35531;-96788;5;5;;;;;;;;;1;;;;2;;;;;;;;1;;;;2
2011;11;9;19;23;332;;;TURKEY:  VAN;38429;43229;5;57;;40;1;;;;;;1;;1;;;40;1;;;;;;1;;1;;
2011;11;21;3;15;422;;;INDIA:  ASSAM;24955;95236;114;58;;;;;;;;;1;;;;;;;;;;;;1;;;;
2011;11;24;21;13;156;;;EL SALVADOR:GUATEMALA;13297;-87898;43;51;;;;;;;;;1;;;80;2;;;;;;;;1;;;80;2
2011;12;1;12;48;177;;;CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI;3831;76888;32;53;;;;;;;;;2;;;300;3;;;;;;;;2;;;300;3
2011;12;3;6;19;104;;;NEW ZEALAND:  COOK STRAIT;-41364;174315;56;53;;;;;;;;;1;;;;2;;;;;;;;1;;;;2
2011;12;11;1;47;259;;;MEXICO:  GUERRERO;17844;-99963;54;64;;2;1;;;5;1;;2;;;70;2;2;1;;;5;1;;2;;;70;2
2011;12;23;0;58;383;;;NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH;-4349;1728;10;58;;;;;;60;2;;1;;;;1;;;;;60;2;;1;;;;1
2011;12;27;15;21;568;;;RUSSIA:  KYZYL;51842;95911;15;67;;;;;;;;;2;;;;3;;;;;;;;2;;;;3
2012;1;19;12;35;513;;;IRAN:  KHORASAN:E:RAZAVI;36288;58835;8;53;;;;;;238;3;;1;;;;2;;;;;238;3;;1;;;;2
2012;1;30;5;11;9;;;PERU:  ICA;-14168;-75635;43;64;;;;;;119;3;;1;;;;1;;;;;119;3;;1;;;;1
2012;2;2;13;34;406;5442;;VANUATU ISLANDS;-17827;167133;23;7;;;;;;;;;;;;;;;;;;;;;;;;;
2012;2;6;3;49;125;;;PHILIPPINES:  NEGROS ORIENTAL PROVINCE;9999;123206;11;67;;51;2;62;2;112;3;9;3;15000;4;;;51;2;62;2;112;3;9;3;15000;4;;
2012;2;26;2;35;5;;;TAIWAN:  PINGTUNG;22661;120891;28;59;;;;;;;;;1;;;;;;;;;;;;1;;;;
2012;2;27;18;48;553;;;IRAN:  RAVAR;31428;56778;10;52;;;;;;6;1;;1;;;;2;;;;;6;1;;1;;;;2
2012;3;5;23;6;308;;;PHILIPPINES:  MASBATE ISLAND;12354;1237;37;56;;;;;;10;1;;1;1;1;;2;;;;;10;1;;1;1;1;;2
2012;3;8;22;50;84;;;CHINA: XINJIANG;39383;81307;38;59;;;;;;36641;4;84;4;;;;3;;;;;36641;4;84;4;;;;3
2012;3;9;7;9;509;5706;;VANUATU ISLANDS;-19125;169613;16;67;;;;;;;;;;;;;;;;;;;;;;;;;
2012;3;14;9;8;351;5446;;JAPAN:  HOKKAIDO;40887;144944;12;69;;;;;;;;;;;;;;;;;;;;;;;;;
2012;3;16;7;58;25;;;PHILIPPINES:  SURIGAO;10037;125633;18;58;;;;;;55;2;;1;4;1;;1;;;;;55;2;;1;4;1;;1
2012;3;20;18;2;474;5447;;MEXICO:  GUERRERO, OAXACA;16493;-98231;20;74;8;2;1;;;13;1;600;4;800;3;;;2;1;;;13;1;600;4;800;3;;
2012;3;25;22;37;6;;;CHILE:  PARRAL, SANTIAGO;-352;-72217;41;72;;1;1;;;14;1;;1;;;;2;1;1;;;14;1;;1;;;;2
2012;4;11;8;38;367;5449;;INDONESIA:  N SUMATRA:  OFF WEST COAST;2327;93063;20;86;;10;1;;;12;1;;1;;;;2;10;1;;;12;1;;1;;;;2
2012;4;11;10;43;108;5450;;INDONESIA:  N SUMATRA:  OFF WEST COAST;802;92463;25;82;;;;;;;;;;;;;;;;;;;;;;;;;
2012;4;14;22;5;264;5451;;VANUATU ISLANDS;-18972;168741;11;63;;;;;;;;;;;;;;;;;;;;;;;;;
2012;4;17;3;50;156;;;CHILE:  VALPARAISO;-32625;-71365;29;67;;2;1;;;;;;1;;;;2;2;1;;;;;;1;;;;2
2012;5;3;10;9;356;;;IRAN:  MOURMOURI, ABDANAN, DEHLORAN;32747;47726;10;54;;;;;;8;1;;2;;;;3;;;;;8;1;;2;;;;3
2012;5;7;4;40;277;;;AZERBAIJAN:  ZAGATALA;41549;46789;11;57;;;;;;50;1;;3;3100;4;;1;;;;;50;1;;3;3100;4;;1
2012;5;11;12;41;353;;;INDIA:  ASSAM:  KAMRUP, GUWAHATI;26175;92889;43;54;;;;;;2;1;;1;;;;2;;;;;2;1;;1;;;;2
2012;5;12;23;48;435;;;TAJIKISTAN;38612;70354;10;57;;1;1;;;;;;2;;3;;;1;1;;;;;;2;;3;;
2012;5;14;10;0;402;;;CHILE:  ARICA: PERU:  TACNA;-17678;-69591;10;63;;;;;;;;;1;;;;;;;;;;;;1;;;;
2012;5;19;13;41;212;;;BRAZIL:  MONTES CLAROS;-16764;-43999;10;41;;;;;;;;;1;;;6;1;;;;;;;;1;;;6;1
2012;5;20;2;3;52;;;ITALY:  EMILIA ROMAGNA:  MIRANDOLA;4489;1123;6;61;;7;1;;;;1;;4;;;;3;7;1;;;50;1;;4;;;;3
2012;5;20;13;18;2;;;ITALY:  SANT'AGOSTINO;44831;1149;5;51;;;;;;;;;1;;;;;;;;;;;;1;;;;
2012;5;22;0;0;327;;;BULGARIA: PERNIK;42645;22968;10;56;7;;;;;;;;2;;;90;2;;;;;;;;2;;;90;2
2012;5;29;7;0;3;;;ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO;44851;11086;10;59;;17;1;;;350;3;15800;4;;;;;17;1;;;350;3;15800;4;;;;
2012;6;4;11;18;134;;;INDONESIA:  JAVA;-7692;106371;50;58;;;;;;2;1;;1;;;23;1;;;;;2;1;;1;;;23;1
2012;6;10;12;44;165;;;TURKEY:  FETHIYE: GREECE:  RHODES;3642;2888;35;61;;;;;;6;1;;1;;;;2;;;;;6;1;;1;;;;2
2012;6;11;5;29;115;;;AFGHANISTAN:  HINDU KUSH;36023;69351;16;58;;75;2;;;13;1;;2;143;3;593;3;75;2;;;13;1;;2;143;3;593;3
2012;6;14;5;52;536;;;TURKEY:  SIRNAK;37294;42325;5;53;;;;;;23;1;;1;;;25;1;;;;;23;1;;1;;;25;1
2012;6;24;7;59;348;;;CHINA:  YUNNAN AND SICHUAN PROVINCES;27767;100781;10;55;;4;1;;;394;3;;4;6768;4;;;4;1;;;394;3;;4;6768;4;;
2012;6;29;21;7;338;;;CHINA:  XINJIANG PROVINCE;43433;847;18;63;;;;;;52;2;68;4;;;30000;4;;;;;52;2;68;4;;;30000;4
2012;7;20;12;11;52;;;CHINA:  JIANGSU PROVINCE;32978;119593;10;49;;1;1;;;2;1;;1;;;;;1;1;;;2;1;;1;;;;
2012;7;25;0;27;452;;;INDONESIA: BANDA ACEH;2707;96045;22;65;;1;1;;;;;;1;;;20;1;1;1;;;;;;1;;;20;1
2012;7;25;11;20;27;;;SOLOMON ISLANDS: GUADALCANAL;-9694;159727;20;64;;;;;;;;;1;26;1;;;;;;;;;;1;26;1;;
2012;8;11;12;23;181;;;IRAN:  AHAR, HARIS, VARZAGAN;38329;46826;11;65;;306;3;;;3000;4;599;4;;4;;4;306;3;;;3000;4;599;4;;4;;4
2012;8;14;2;59;384;;;RUSSIA:  SAKHALIN ISLAND;498;145064;583;77;;;;;;;;;;;;;;;;;;;;;;;;;
2012;8;18;9;41;524;;;INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG;-1315;120096;10;63;;6;1;;;43;1;;4;471;3;1097;4;6;1;;;43;1;;4;471;3;1097;4
2012;8;27;4;37;194;5462;;NICARAGUA:  OFF THE COAST;12139;-8859;28;73;;;;;;;;;;;;;;;;;;;;;;;;;
2012;8;31;12;47;333;5463;;PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN;10811;126638;28;76;;1;1;;;1;1;0.3;1;;1;;;1;1;;;1;1;0.3;1;;1;;
2012;9;5;14;42;78;5464;;COSTA RICA:  NICOYA;10085;-85315;35;76;;2;1;;;20;1;;1;;2;;;2;1;;;20;1;;1;;2;;
2012;9;7;3;19;425;;;CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG;27575;103983;10;56;;81;2;;;821;3;1000;4;37000;4;133000;4;81;2;;;821;3;1000;4;37000;4;133000;4
2012;10;18;2;33;279;;;INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA;23739;81314;10;5;;;;;;;;;1;;2;1;1;;;;;;;;1;;2;1;1
2012;10;28;3;4;89;5467;;CANADA:  QUEEN CHARLOTTE ISLANDS;52788;-132101;14;77;;;;;;;;;1;;;;1;1;1;;;;;;1;;;;1
2012;11;7;16;35;469;5468;;GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU;13988;-91895;24;73;;48;2;;;155;3;210;4;2769;4;7561;4;48;2;;;155;3;210;4;2769;4;7561;4
2012;11;11;1;12;388;;;MYANMAR (BURMA):  SHWEBO;23005;95885;14;68;;26;1;;;230;3;;2;251;3;;;26;1;;;230;3;;2;251;3;;
2012;11;26;5;33;488;;;CHINA:  XINJIANG PROVINCE:  RUOQIANG;40411;90355;10;51;;;;;;;;;1;;;;2;;;;;;;;1;;;;2
2012;12;5;17;8;135;;;IRAN:  KHORASAN PROVINCE;33506;59571;14;57;;8;1;;;12;1;;1;;;;1;8;1;;;12;1;;1;;;;1
2012;12;7;8;18;231;5469;;JAPAN:  HONSHU:  MIYAGI PREFECTURE;3789;143949;31;72;;;;;;11;1;;;;;;;;;;;11;1;;;;;;
2013;1;5;8;58;193;5472;;ALASKA:  SOUTHEASTERN;55393;-134652;10;75;;;;;;;;;;;;;;;;;;;;;1;;;;
2013;1;21;22;22;527;;;INDONESIA:  SUMATERA:  N;4927;95907;12;61;;1;1;;;15;1;;1;;;71;2;1;1;;;15;1;;1;;;71;2
2013;2;6;1;12;258;5476;;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-10799;165114;24;79;8;;;;;;;;2;;;;;10;1;;;15;1;36;4;588;3;478;3
2013;2;8;15;26;384;5477;;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-10928;166018;21;7;;;;;;;;;;;;;;;;;;;;;;;;;
2013;2;9;14;16;78;;;COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA;1135;-77393;145;7;;;;;;15;1;;2;100;2;1900;4;;;;;15;1;;2;100;2;1900;4
2013;2;15;3;20;26;;;RUSSIA:  CHELYABINSK (METEOR EXPLOSION);5515;6141;;42;;;;;;1000;3;;3;;;4000;4;;;;;1000;3;;3;;;4000;4
2013;2;19;2;47;12;;;CHINA:  YUNNAN PROVINCE:  QIAOJIA;27226;103071;10;49;;;;;;8;1;;2;72;2;949;3;;;;;8;1;;2;72;2;949;3
2013;2;22;21;1;472;;;PERU:  S;-15748;-71425;8;53;;;;;;;;;1;;;80;2;;;;;;;;1;;;80;2
2013;3;3;5;41;169;;;CHINA:  YUNNAN PROVINCE;2598;99812;8;54;;;;;;30;1;;3;700;3;2500;4;;;;;30;1;;3;700;3;2500;4
2013;3;11;3;1;374;;;CHINA:  XINJIAN PROVINCE:  S;40119;77466;10;51;;;;;;;;;2;864;3;;;;;;;;;;2;864;3;;
2013;3;27;2;3;198;;;TAIWAN:  NANTOU COUNTY, TAIPEI;23828;121215;19;6;;1;1;;;86;2;1.128;2;;;;3;1;1;;;86;2;1.128;2;;;;3
2013;4;9;11;52;499;;;IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA;28428;51593;12;63;;37;1;;;850;3;297;4;;3;700;3;37;1;;;850;3;297;4;;3;700;3
2013;4;10;19;14;2;;;HONDURAS: ATLANTIDA;1552;-87159;4;54;;;;;;;;;1;12;1;66;2;;;;;;;;1;12;1;66;2
2013;4;12;20;33;175;;;JAPAN;34369;134828;14;58;;;;;;24;1;;1;;;;1;;;;;24;1;;1;;;;1
2013;4;16;10;44;201;;;IRAN: PAKISTAN:  MASHKAL;28033;61996;80;77;;40;1;;;300;3;;3;;;1000;3;40;1;;;300;3;;3;;;1000;3
2013;4;17;8;57;339;;;JAPAN: MIYAKEJIMA;33958;139352;9;58;;;;;;3;1;;1;;;;2;;;;;3;1;;1;;;;2
2013;4;18;0;50;385;;;TEXAS:  WEST;31817;-97088;0;21;;14;1;;;200;3;100;4;50;1;;;14;1;;;200;3;100;4;50;1;;
2013;4;19;3;5;526;5479;;RUSSIA:  KURIL ISLANDS;46221;150788;110;72;;;;;;;;;;;;;;;;;;;;;;;;;
2013;4;20;0;2;475;;;CHINA:  SICHUAN PROVINCE:  LONGMEN;30308;102888;14;66;;196;3;21;1;11470;4;6800;4;;3;;3;196;3;21;1;11470;4;6800;4;;3;;3
2013;4;22;1;16;32;5752;;MEXICO:  MICHOACAN: LAZARO CARDENAS;18081;-102182;30;6;6;;;;;;;;;;;;;;;;;;;;;;;;
2013;4;24;9;25;30;;;AFGHANISTAN:  KAMA;34526;7022;64;55;;18;1;;;141;3;;2;;;676;3;18;1;;;141;3;;2;;;676;3
2013;5;1;6;57;134;;;INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN;33061;75863;15;57;;3;1;;;90;2;19.5;3;1136;4;95532;4;3;1;;;90;2;19.5;3;1136;4;95532;4
2013;5;11;2;8;85;;;IRAN:  HORMOZGAN: BASHAGARD;2656;5777;15;61;;2;1;;;20;1;;2;;;;3;2;1;;;20;1;;2;;;;3
2013;5;19;9;7;265;;;ALGERIA:  ALGIERS;36703;5261;7;49;;;;;;5;1;;1;;;;2;;;;;5;1;;1;;;;2
2013;5;24;5;44;489;;;RUSSIA:  SEVERO KURILSKIYE;54892;153221;598;83;;;;;;;;;;;;;;;;;;;;;;;;;
2013;6;1;14;10;67;;;PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN;7275;124898;10;57;;;;;;33;1;;1;;;164;3;;;;;33;1;;1;;;164;3
2013;6;2;5;43;34;;;TAIWAN:  JENAI;23789;121141;17;63;;4;1;;;21;1;;1;;;;;4;1;;;21;1;;1;;;;
2013;6;15;16;11;2;5793;;GREECE:  CRETE;344;2502;10;62;3;;;;;;;;;;;;;;;;;;;;;;;;
2013;6;18;23;2;98;;;RUSSIA:  KEMEROVO;54263;86173;10;53;;;;;;;;;1;;;500;3;;;;;;;;1;;;500;3
2013;6;22;5;42;398;;;INDONESIA:  LOMBOK ISLAND;-8305;116058;47;51;;;;;;50;1;;3;5370;3;1700;4;;;;;50;1;;3;5370;4;1700;4
2013;7;2;7;37;26;;;INDONESIA:  BANDA ACEH;4645;96665;13;61;;48;1;;;2532;4;113;4;20401;4;;;48;1;;;2532;4;113;4;20401;4;;
2013;7;8;2;13;406;;;INDONESIA:  JAVA;-8803;113002;60;57;;;;;;1;1;;1;124;3;;;;;;;1;1;;1;124;3;;
2013;7;17;3;0;565;;;ALGERIA:  HAMMAM MELOUANE;36534;3086;10;48;;;;;;11;1;;1;;;;3;;;;;11;1;;1;;;;3
2013;7;21;5;9;314;5491;;NEW ZEALAND:  COOK STRAIT;-41704;174337;17;65;;;;;;5;1;;1;;;35;1;;;;;5;1;;1;;;35;1
2013;7;21;23;45;566;;;CHINA:   GANSU:  DINGXI, MIN;34512;104262;8;6;;94;2;5;1;1001;4;466;4;1968;4;22496;4;94;2;5;1;1001;4;466;4;1968;4;22496;4
2013;8;2;21;37;461;;;INDIA:  KASHMIR:  KISHTWAR;33297;7595;42;52;3;;;;;2;1;;2;;;;3;;;;;2;1;;2;;;;3
2013;8;7;9;6;522;;;GREECE:  CENTRAL:   PHTHIOTIS, REGGINI;38689;22695;0;53;4;;;;;;;;2;100;2;;;;;;;;;;2;100;2;;
2013;8;11;21;23;413;;;CHINA:  TIBET (XIZANG PROVINCE): QAMDO;30046;97957;6;57;;;;;;;;;2;;;;1;;;;;;;;2;;;;1
2013;8;16;2;31;58;5519;;NEW ZEALAND:  WELLINGTON, MARLBOROUGH;-41734;174152;8;65;9;;;;;;2;;2;;2;;2;;;;;;2;;2;;2;;2
2013;8;21;12;38;297;;;MEXICO:  SAN MARCOS, ACAPULCO;16878;-99498;21;62;8;;;;;1;1;;1;;;;1;;;;;1;1;;1;;;;1
2013;8;27;20;44;534;;;CHINA:  YUNNAN PROVINCE: SHANGRI:LA;28239;99328;10;52;;;;;;;;;1;36;1;36;1;;;;;;;;1;36;1;36;1
2013;8;31;0;4;178;;;CHINA:  YUNNAN PROVINCE:  BENZILAN;28243;9935;8;56;;5;1;;;24;1;;3;600;3;55500;4;5;1;;;24;1;;3;600;3;55500;4
2013;9;7;0;13;296;;;GUATEMALA:  COATEPEQUE, QUETZALTENANGO;14606;-92121;66;64;7;1;1;;;11;1;;1;3;1;;;1;1;;;11;1;;1;3;1;;
2013;9;24;11;29;48;5506;;PAKISTAN:  AWARAN, KECH;26951;65501;15;77;4;825;3;;;619;3;;4;32638;4;14118;4;825;3;;;619;3;;4;32638;4;14118;4
2013;9;25;16;42;432;;;PERU:  AREQUIPA;-15839;-74511;40;71;8;;;;;;;;1;;1;;;;;;;;;;1;;1;;
2013;9;28;7;34;65;;;PAKISTAN: AWARAN;27183;65505;12;68;7;22;1;;;50;1;;;;2;;2;22;1;;;50;1;;;;2;;2
2013;10;12;13;11;534;5794;;GREECE:  CRETE:  CHANIA;35514;23252;40;66;7;;;;;1;1;;1;;;;1;;;;;1;1;;1;;;;1
2013;10;15;0;12;321;;;PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS;988;124117;19;71;9;222;3;8;1;976;3;51.8;4;;4;;4;222;3;8;1;976;3;51.8;4;;4;;4
2013;10;22;5;40;391;;;INDONESIA:  BANDA ACEH;5103;95971;10;54;5;1;1;;;2;1;;1;;;160;3;1;1;;;2;1;;1;;;160;3
2013;10;25;17;10;197;5533;;JAPAN:  HONSHU:  E COAST;37156;144661;35;71;6;;;;;1;1;;;;;;;;;;;1;1;;;;;;
2013;11;10;5;15;11;;;TAJIKISTAN:  VAHDAT;3841;6889;23;52;5;;;;;;;;2;104;3;256;3;;;;;;;;2;104;3;256;3
2013;11;17;9;4;555;5534;;SCOTIA SEA:  SOUTH ORKNEY ISLANDS;-60274;-46401;10;77;;;;;;;;;;;;;;;;;;;;;;;;;
2013;11;22;22;4;254;;;CHINA:  JILIN PROVINCE:  SONGYUAN;44599;124168;10;53;3;;;;;;;;2;;;5300;4;;;;;;;;2;;;5300;4
2013;11;28;13;51;34;;;IRAN:  BORAZJAN;2932;5131;8;58;5;8;1;;;200;3;;2;250;3;;1;8;1;;;200;3;;2;250;3;;1
2014;1;2;3;13;546;;;IRAN:  BASTAK;2715;54448;8;52;;1;1;;;30;1;;1;;;;3;1;1;;;30;1;;1;;;;3
2014;1;5;3;36;406;;;COLOMBIA:  SIPI;4557;-76644;54;55;5;;;;;;;;2;;;121;3;;;;;;;;2;;;121;3
2014;1;13;4;1;32;;;PUERTO RICO;19043;-6681;20;64;5;;;;;;;;1;;;;;;;;;;;;1;;;;
2014;1;20;2;52;444;;;NEW ZEALAND: WELLINGTON, MANAWATU:WANGANUI;-4066;175814;28;61;7;;;;;;;;1;;;;1;;;;;;;;1;;;;1
2014;1;25;5;14;185;;;INDONESIA:  JAVA:  BANYUMAS;-7986;109265;66;61;6;;;;;;;;1;1;1;;2;;;;;;;;1;1;1;;2
2014;1;26;13;55;422;;;GREECE:  KEFALONIA;38208;20453;8;61;8;;;;;6;1;178;4;;;;1;;;;;6;1;178;4;;;;1
2014;2;2;14;26;455;;;IRAN:  GOHARAN;26589;57741;10;53;;;;;;;;;1;;;;3;;;;;;;;1;;;;3
2014;2;3;3;8;462;;;GREECE:  KEFALONIA:  LIXOURION;38264;2039;5;6;6;;;;;16;1;;1;;;;1;;;;;16;1;;1;;;;1
2014;2;9;2;16;2;;;OKLAHOMA:  GUTHRIE;35893;-97292;5;41;5;;;;;;;;1;;;;;;;;;;;;1;;;;
2014;2;12;9;19;491;;;CHINA:  XINJIANG PROVINCE:  YUTIAN;35905;82586;10;69;3;;;;;;;;3;67;2;1001;4;;;;;;;;3;67;2;1001;4
2014;2;26;0;0;7;;;AUSTRALIA:  KALGOORLIE;-30679;121187;0;45;;;;;;;;;1;;;;;;;;;;;;1;;;;
2014;3;13;17;7;17;;;JAPAN:  SOUTHWESTERN;33684;131825;79;63;5;;;;;18;1;;1;;;;;;;;;18;1;;1;;;;
2014;3;16;21;16;0;5555;;CHILE:  IQUIQUE;-19965;-70814;21;67;6;;;;;;;;1;;;;;;;;;;;;1;;;;
2014;3;29;4;10;12;;;CALIFORNIA:  LA HABRA, BREA, FULLERTON;33863;-117835;4;51;6;;;;;;1;10.8;3;;;20;1;;;;;;1;10.8;3;;;20;1
2014;4;1;23;46;26;5557;;CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO;-1961;-70769;25;82;8;7;1;;;;;100;4;;;2600;4;7;1;;;;;100;4;;;2600;4
2014;4;3;2;43;11;5558;;CHILE:  NORTHERN:  IQUIQUE;-20571;-70493;22;77;8;;;;;;;;;;;;;;;;;;;;;;;;
